empty32-4.scen	1	1024	39	39	0	0	0.11	OK	26	0	3192	34
empty32-4.scen	2	1024	39	76	0	0	0.26	OK	323	0	17623	1168
empty32-4.scen	3	1024	39	99	0	0.01	0.79	OK	1117	0	54283	9469
empty32-4.scen	4	1024	39	108	0	0.01	1.57	OK	3745	0	100206	21666
empty32-4.scen	5	1024	39	131	0	0.02	2.01	OK	2649	0	138356	30860
empty32-4.scen	6	1024	39	156	0	0.02	2.28	OK	4454	0	168093	37617
empty32-4.scen	7	1024	39	160	0	0.03	2.96	OK	6554	0	215770	55600
empty32-4.scen	8	1024	39	180	0	0.04	3.52	OK	7106	0	261367	71566
empty32-4.scen	9	1024	39	195	0	0.06	4.8	OK	10765	19	326532	92880
empty32-4.scen	10	1024	39	201	0	0.07	5.95	OK	12051	0	396002	118006
empty32-4.scen	11	1024	39	215	0	0.09	6.91	OK	13861	0	457280	137387
empty32-4.scen	12	1024	39	235	0	0.1	7.49	OK	15121	0	494518	152963
empty32-4.scen	13	1024	49	284	0	0.2	19.8	OK	26554	0	1018458	348036
empty32-4.scen	14	1024	49	329	0	0.2	20	OK	25119	0	1036933	353793
empty32-4.scen	15	1024	49	349	0	0.22	21.53	OK	26503	0	1130017	386612
empty32-4.scen	16	1024	49	379	0	0.24	23.09	OK	30694	0	1206366	412741
empty32-4.scen	17	1024	49	396	0	0.27	25.54	OK	33613	1	1315199	447963
empty32-4.scen	18	1024	49	423	0	0.33	26.99	OK	48699	1	1387032	472953
empty32-4.scen	19	1024	49	440	0	0.35	28.43	OK	56798	1	1475100	500650
empty32-4.scen	20	1024	49	464	0	0.33	30.16	OK	46534	0	1558994	527559
empty32-4.scen	21	1024	49	482	0	0.35	31.95	OK	49466	0	1651252	556679
empty32-4.scen	22	1024	49	501	0	0.35	33.75	OK	51491	0	1707138	575012
empty32-4.scen	23	1024	49	513	0	0.38	36.36	OK	53324	1	1818954	608326
empty32-4.scen	24	1024	49	536	0	0.39	36.79	OK	54733	1	1865832	622685
empty32-4.scen	25	1024	49	578	0	0.48	37.69	OK	80830	10	1895906	631154
empty32-4.scen	26	1024	49	615	0	0.57	38.52	OK	94245	9	1946301	645937
empty32-4.scen	27	1024	49	639	0	0.53	40.09	OK	78455	5	2033786	672582
empty32-4.scen	28	1024	49	657	0	0.56	41.31	OK	84115	4	2094367	690479
empty32-4.scen	29	1024	49	686	0	0.59	42.48	OK	82513	5	2166964	711868
empty32-4.scen	30	1024	49	727	0	0.68	42.94	OK	103909	17	2199204	720801
empty32-4.scen	31	1024	49	745	0	0.66	45.04	OK	108425	9	2280400	744360
empty32-4.scen	32	1024	49	768	0	0.64	46.95	OK	98463	3	2375827	772249
empty32-4.scen	33	1024	49	789	0	0.76	48.49	OK	115798	15	2458275	797517
empty32-4.scen	34	1024	49	815	0	0.68	50.26	OK	87663	12	2517047	815151
empty32-4.scen	35	1024	49	824	0	0.64	52.64	OK	80377	1	2625313	846792
empty32-4.scen	36	1024	49	831	0	0.67	55.05	OK	83629	1	2728273	877006
empty32-4.scen	37	1024	49	852	0	0.68	56.09	OK	85505	1	2789057	895863
empty32-4.scen	38	1024	49	856	0	0.74	59.57	OK	94517	4	2900887	928108
empty32-4.scen	39	1024	49	866	0	0.73	61.95	OK	90230	0	3017979	961368
empty32-4.scen	40	1024	49	882	0	0.74	63.33	OK	92366	0	3088708	981713
empty32-4.scen	41	1024	49	892	0	0.93	66.06	OK	131358	9	3207684	1011434
empty32-4.scen	42	1024	49	927	0	0.87	66.96	OK	104314	7	3258379	1025563
empty32-4.scen	43	1024	49	968	0	0.85	67.28	OK	99362	4	3292256	1034647
empty32-4.scen	44	1024	49	996	0	0.86	68.47	OK	97552	5	3351032	1051299
empty32-4.scen	45	1024	49	998	0	1.07	70.04	OK	139850	9	3438502	1076929
empty32-4.scen	46	1024	49	1012	0	1.04	72.54	OK	122737	14	3526201	1101983
empty32-4.scen	47	1024	49	1032	0	0.96	74.07	OK	104991	8	3596314	1121864
empty32-4.scen	48	1024	49	1076	0	0.99	74.29	OK	107192	14	3618562	1127573
empty32-4.scen	49	1024	49	1086	0	0.92	76.51	OK	95957	2	3707885	1153461
empty32-4.scen	50	1024	49	1123	0	0.96	76.65	OK	96894	2	3749248	1165259
empty32-4.scen	51	1024	49	1131	0	0.99	78.18	OK	96622	0	3838672	1190618
empty32-4.scen	52	1024	49	1137	0	1.05	80.18	OK	106795	5	3903272	1209645
empty32-4.scen	53	1024	49	1157	0	1.03	82.36	OK	101448	3	3992963	1234876
empty32-4.scen	54	1024	49	1178	0	1.04	85.07	OK	98572	1	4072582	1257147
empty32-4.scen	55	1024	49	1191	0	1.08	35.07	OK	102317	2	4155979	1281215
empty32-4.scen	56	1024	49	1201	0	1.16	36.64	OK	108207	3	4272818	1313897
empty32-4.scen	57	1024	49	1229	0	1.24	37.21	OK	116380	5	4326066	1328914
empty32-4.scen	58	1024	49	1271	0	1.3	37.65	OK	129716	11	4353981	1336138
empty32-4.scen	59	1024	49	1287	0	1.28	38.79	OK	119485	9	4453113	1363894
empty32-4.scen	60	1024	49	1309	0	1.22	39.86	OK	104193	5	4534571	1387080
empty32-4.scen	61	1024	49	1323	0	1.22	39.94	OK	104509	6	4600820	1405858
empty32-4.scen	62	1024	49	1355	0	1.26	40.58	OK	106153	3	4645554	1418416
empty32-4.scen	63	1024	49	1375	0	1.29	41.46	OK	108122	7	4728204	1441619
empty32-4.scen	64	1024	49	1401	0	1.69	43.14	OK	172901	8	4772483	1454696
