empty48-4.scen	1	2304	35	35	0	0	0.12	OK	8	0	488	123
empty48-4.scen	2	2304	35	68	0	0	0.17	OK	43	0	1626	238
empty48-4.scen	3	2304	35	92	0	0	0.19	OK	34	0	3382	144
empty48-4.scen	4	2304	55	147	0	0	0.55	OK	74	0	9845	247
empty48-4.scen	5	2304	55	181	0	0	0.73	OK	95	0	12561	308
empty48-4.scen	6	2304	55	219	0	0	0.92	OK	130	0	15665	377
empty48-4.scen	7	2304	55	251	0	0	0.96	OK	158	0	16000	407
empty48-4.scen	8	2304	57	308	0	0	1.41	OK	167	0	23717	514
empty48-4.scen	9	2304	58	366	0	0.01	1.89	OK	228	0	28701	675
empty48-4.scen	10	2304	58	419	0	0.01	2.28	OK	300	0	31602	844
empty48-4.scen	11	2304	58	453	0	0.01	2.42	OK	350	0	32649	938
empty48-4.scen	12	2304	58	478	0	0.01	2.57	OK	372	0	33269	1003
empty48-4.scen	13	2304	58	504	0	0.01	2.69	OK	399	0	33883	1070
empty48-4.scen	14	2304	58	516	0	0.01	2.71	OK	400	0	33893	1070
empty48-4.scen	15	2304	58	543	0	0.01	2.78	OK	392	0	34385	1140
empty48-4.scen	16	2304	58	564	0	0.01	2.88	OK	424	0	34794	1193
empty48-4.scen	17	2304	58	581	0	0.01	2.93	OK	458	0	34994	1232
empty48-4.scen	18	2304	58	617	0	0	3.15	OK	460	0	36378	1345
empty48-4.scen	19	2304	58	656	0	0	3.38	OK	477	0	37768	1461
empty48-4.scen	20	2304	58	688	0	0.01	3.66	OK	483	0	38726	1552
empty48-4.scen	21	2304	60	748	0	0.01	4.37	OK	550	0	42301	1766
empty48-4.scen	22	2304	60	753	0	0.01	4.43	OK	558	0	42339	1769
empty48-4.scen	23	2304	60	777	0	0.01	4.5	OK	593	0	42608	1791
empty48-4.scen	24	2304	60	811	0	0.01	4.66	OK	631	0	43409	1885
empty48-4.scen	25	2304	60	852	0	0.01	4.8	OK	616	0	43692	1924
empty48-4.scen	26	2304	60	904	0	0.01	5.03	OK	699	0	45879	2080
empty48-4.scen	27	2304	60	947	0	0.01	5.16	OK	711	0	46877	2201
empty48-4.scen	28	2304	60	991	0	0.01	5.38	OK	779	0	48272	2337
empty48-4.scen	29	2304	60	1022	0	0.01	5.51	OK	867	0	49278	2427
empty48-4.scen	30	2304	60	1067	0	0.01	5.75	OK	866	0	50708	2569
empty48-4.scen	31	2304	60	1112	0	0.01	5.9	OK	876	0	51304	2718
empty48-4.scen	32	2304	60	1143	0	0.01	5.67	OK	825	0	51840	2825
empty48-4.scen	33	2304	60	1162	0	0.01	5.74	OK	874	0	52248	2886
empty48-4.scen	34	2304	60	1213	0	0.02	6.08	OK	1004	0	55043	3074
empty48-4.scen	35	2304	60	1233	0	0.02	6.12	OK	1012	0	55443	3137
empty48-4.scen	36	2304	60	1281	0	0.02	6.44	OK	1102	0	57798	3312
empty48-4.scen	37	2304	60	1319	0	0.02	6.57	OK	1169	0	59344	3448
empty48-4.scen	38	2304	60	1336	0	0	6.66	NO SOLUTION	0	1	59355	3449
empty48-4.scen	38	2304	60	1336	1	0.11	7.7	OK	15731	25	119335	14955
empty48-4.scen	39	2304	60	1387	0	0	6.76	NO SOLUTION	0	1	60803	3653
empty48-4.scen	39	2304	60	1387	1	0.1	7.82	NO SOLUTION	2112	1069	122427	15507
empty48-4.scen	39	2304	60	1387	2	0.2	10.37	OK	4213	570	227345	42170
