empty40-1.scen	1	1600	45	45	0	0	0.17	OK	35	0	4288	40
empty40-1.scen	2	1600	45	83	0	0	0.46	OK	291	0	34777	4617
empty40-1.scen	3	1600	45	98	0	0.02	2.57	OK	2411	0	118177	27197
empty40-1.scen	4	1600	45	126	0	0.02	3.26	OK	2738	0	163198	38774
empty40-1.scen	5	1600	45	142	0	0.03	5.08	OK	3773	0	268849	63095
empty40-1.scen	6	1600	45	151	0	0.05	6.6	OK	7895	0	356919	90028
empty40-1.scen	7	1600	45	179	0	0.07	7.95	OK	10323	0	430758	116128
empty40-1.scen	8	1600	45	207	0	0.07	8.91	OK	11445	0	486333	132225
empty40-1.scen	9	1600	45	210	0	0.12	11.37	OK	15855	0	600040	179238
empty40-1.scen	10	1600	45	241	0	0.12	11.77	OK	17403	0	630873	189816
empty40-1.scen	11	1600	45	261	0	0.14	12.96	OK	20339	0	705956	215236
empty40-1.scen	12	1600	45	278	0	0.15	14.46	OK	23336	0	780196	246486
empty40-1.scen	13	1600	51	329	0	0.25	26.03	OK	30553	0	1208156	401065
empty40-1.scen	14	1600	51	340	0	0.26	28.97	OK	32070	0	1337609	447373
empty40-1.scen	15	1600	51	364	0	0.28	30.24	OK	32671	0	1424541	479812
empty40-1.scen	16	1600	51	386	0	0.29	32.38	OK	37443	0	1507133	511052
empty40-1.scen	17	1600	51	398	0	0.31	34.12	OK	41583	0	1597667	543514
empty40-1.scen	18	1600	51	415	0	0.34	37.19	OK	43666	0	1714499	583577
empty40-1.scen	19	1600	51	447	0	0.35	38.51	OK	45137	0	1777560	603338
empty40-1.scen	20	1600	51	471	0	0.37	39.44	OK	50917	0	1868647	634915
empty40-1.scen	21	1600	51	483	0	0.4	43.11	OK	54266	0	1999071	680020
empty40-1.scen	22	1600	51	510	0	0.42	44.71	OK	56348	0	2080817	707744
empty40-1.scen	23	1600	51	526	0	0.43	45.57	OK	57955	0	2149275	728759
empty40-1.scen	24	1600	51	532	0	0.46	49.65	OK	61806	0	2279817	769457
empty40-1.scen	25	1600	51	552	0	0.49	52.87	OK	63344	0	2391910	802898
