random48-5.scen	1	1873	32	32	0	0	0.08	OK	20	0	358	66
random48-5.scen	2	1873	32	58	0	0	0.18	OK	214	0	15399	1562
random48-5.scen	3	1873	36	94	0	0	0.36	OK	704	0	33285	4664
random48-5.scen	4	1873	36	121	0	0.01	0.48	OK	1032	0	41675	6806
random48-5.scen	5	1873	44	165	0	0.02	1.71	OK	2298	0	118393	26798
random48-5.scen	6	1873	44	187	0	0.03	2.33	OK	3071	1	159875	37574
random48-5.scen	7	1873	44	213	0	0.03	2.97	OK	4076	0	192678	46699
random48-5.scen	8	1873	44	222	0	0.03	3.87	OK	3454	0	242071	60646
random48-5.scen	9	1873	44	264	0	0.04	3.95	OK	3449	0	243528	61058
random48-5.scen	10	1873	44	279	0	0.06	4.58	OK	5552	1	282018	70821
random48-5.scen	11	1873	46	325	0	0.05	5.64	OK	6628	0	341751	88055
random48-5.scen	12	1873	49	374	0	0.07	8.15	OK	7800	0	453041	121397
random48-5.scen	13	1873	49	399	0	0.12	9.35	OK	13602	1	514881	138803
random48-5.scen	14	1873	49	442	0	0.13	9.55	OK	14042	1	525815	142723
random48-5.scen	15	1873	49	484	0	0.09	9.73	OK	9583	0	539903	146518
random48-5.scen	16	1873	49	496	0	0.1	10.65	OK	12783	0	589143	163562
random48-5.scen	17	1873	51	547	0	0.13	12.95	OK	16665	0	707656	204045
random48-5.scen	18	1873	51	572	0	0.15	14.16	OK	19148	1	769508	228390
random48-5.scen	19	1873	51	622	0	0.15	14.17	OK	19278	1	771233	229017
random48-5.scen	20	1873	51	667	0	0.16	14.26	OK	20286	1	783500	233928
random48-5.scen	21	1873	51	715	0	0.15	14.36	OK	18350	0	790543	236390
random48-5.scen	22	1873	51	728	0	0.17	15.45	OK	22507	0	869367	262646
random48-5.scen	23	1873	51	746	0	0.19	17.36	OK	25155	1	948961	295405
